0,04-07-2025 20:24:49,Hardware monitoring log v1.6,,,,,,,,,,,,,,
1,04-07-2025 20:24:49,NVIDIA GeForce RTX 2070,,,,,,,,,,,,,,
2,04-07-2025 20:24:49,GPU temperature,GPU usage,Framerate,BUS usage,Memory usage,Memory clock,Power percent,Power,Fan speed,No load limit,CPU temperature,CPU8 usage,CPU usage,CPU power,RAM usage
80,04-07-2025 20:27:28,60,61,164.8,2,6123.008,7000.98,57,109.336,43,0,83,69.169,60.812,90.59,14429
80,04-07-2025 20:27:29,60,61,161.5,2,6124.008,7000.98,59,105.509,43,0,85,72.816,64.687,93.76,14414
80,04-07-2025 20:27:30,60,58,155.5,1,6124.633,7000.98,65,111.953,43,0,82,70.956,66.112,98.367,14359
80,04-07-2025 20:27:31,61,64,169.6,2,6125.383,7000.98,63,108.197,43,0,83,68.193,62.541,95.909,14356
80,04-07-2025 20:27:32,60,55,141.6,1,6125.383,7000.98,62,109.205,43,0,89,75.57,71.731,101.443,14324
80,04-07-2025 20:27:33,61,62,142.9,1,6125.633,7000.98,56,115.741,43,0,86,75.218,69.903,101.604,14345
80,04-07-2025 20:27:34,61,65,143.3,1,6124.883,7000.98,56,96.702,43,0,85,72.468,66.916,101.225,14348
80,04-07-2025 20:27:35,61,57,141.7,1,6125.883,7000.98,64,106.424,43,0,86,72.34,69.781,100.659,14309
80,04-07-2025 20:27:36,61,57,135.7,1,6125.008,7000.98,54,111.135,43,0,88,76.77,72.905,104.849,14401
80,04-07-2025 20:27:37,61,52,120.2,1,6126.008,7000.98,58,102.021,43,0,91,87.973,85.552,114.543,14673
80,04-07-2025 20:27:38,62,61,146.8,1,6126.008,7000.98,70,119.569,43,0,85,74.98,70.071,103.758,14631
80,04-07-2025 20:27:39,63,68,165.8,1,6128.633,7000.98,76,125.683,43,0,89,70.366,66.791,102.438,14620
80,04-07-2025 20:27:40,63,76,179.4,2,6128.82,7000.98,65,126.272,43,0,87,68.387,61.876,97.119,14624
80,04-07-2025 20:27:41,63,70,161.9,1,6129.07,7000.98,71,125.375,43,0,84,68.216,61.838,91.806,14627
80,04-07-2025 20:27:42,63,70,141.7,1,6128.32,7000.98,71,110.203,43,0,89,79.78,78.02,108.188,14651
80,04-07-2025 20:27:43,64,65,153.6,1,6129.07,7000.98,68,118.854,43,0,86,73.839,67.941,102.538,14655
80,04-07-2025 20:27:44,63,66,152.5,1,6128.07,7000.98,70,119.972,43,0,85,68.522,62.26,95.346,14657
80,04-07-2025 20:27:45,64,66,162.5,1,6128.07,7000.98,65,128.259,43,0,82,66.659,58.488,89.308,14651
80,04-07-2025 20:27:46,63,69,164.6,1,6129.07,7000.98,65,106.259,43,0,81,66.764,58.004,87.331,14647
80,04-07-2025 20:27:47,63,65,152.9,1,6184.383,7000.98,64,108.458,43,0,84,70.096,64.636,95.123,14673
80,04-07-2025 20:27:48,63,59,157.6,2,6204.008,7000.98,61,113.48,43,0,87,72.995,69.121,100.573,14673
80,04-07-2025 20:27:49,64,59,141.6,1,6231.305,7000.98,57,110.063,43,0,91,78.734,75.728,106.663,14767
80,04-07-2025 20:27:50,64,58,147.6,1,6241.867,7000.98,63,112.709,43,0,87,78.558,75.177,106.817,14778
80,04-07-2025 20:27:51,64,63,138.3,1,6243.148,7000.98,65,115.021,43,0,92,78.968,77.161,109.172,14832
80,04-07-2025 20:27:52,65,60,146.3,1,6243.898,7000.98,64,123.776,43,0,87,74.55,69.328,101.622,14788
80,04-07-2025 20:27:53,64,62,155.5,1,6245.18,7000.98,65,114.754,43,0,86,66.495,64.901,98.173,14755
80,04-07-2025 20:27:54,65,62,161.5,2,6244.18,7000.98,66,127.015,43,0,85,70.185,63.494,95.794,14744
80,04-07-2025 20:27:55,65,69,149.7,2,6244.68,7000.98,69,117.861,43,0,85,70.626,65.347,97.927,14747
80,04-07-2025 20:27:56,64,62,137.5,2,6262.43,7000.98,57,95.34,43,0,90,79.979,75.796,108.304,14890
80,04-07-2025 20:27:57,64,53,129.8,2,6318.617,7000.98,53,110.648,43,0,87,76.838,72.958,105.741,14857
80,04-07-2025 20:27:58,64,56,140.6,2,6319.617,7000.98,53,103.137,43,0,89,72.584,69.599,103.053,14846
80,04-07-2025 20:27:59,65,56,138.4,1,6320.43,7000.98,69,104.466,43,0,88,79.425,77.591,109.86,14774
80,04-07-2025 20:28:00,66,53,159.4,1,6328.117,7000.98,74,128.844,43,0,86,69.175,65.111,99.438,14787
80,04-07-2025 20:28:01,65,67,152,1,6328.117,7000.98,62,110.657,43,0,89,68.856,67.309,100.753,14810
80,04-07-2025 20:28:02,65,61,134.8,1,6328.117,7000.98,62,114.174,43,0,86,74.148,71.196,102.783,14756
80,04-07-2025 20:28:03,66,52,170.9,1,6327.117,7000.98,64,114.402,43,0,82,66.646,61.103,93.477,14755
80,04-07-2025 20:28:04,66,62,159.5,1,6327.117,7000.98,71,116.543,43,0,84,66.803,61.188,95.599,14763
80,04-07-2025 20:28:05,65,61,152.6,1,6326.867,7000.98,58,107.325,43,0,84,69.017,62.815,95.881,14750
80,04-07-2025 20:28:06,66,56,147.7,1,6326.867,7000.98,54,110.418,43,0,88,74.939,71.834,103.035,14830
80,04-07-2025 20:28:07,67,57,165.3,1,6326.617,7000.98,76,127.017,43,0,84,72.064,66.219,98.328,14737
80,04-07-2025 20:28:08,68,69,165.7,1,6326.992,7000.98,74,130.932,43,0,85,71.09,64.077,97.597,14744
80,04-07-2025 20:28:09,67,71,161.5,2,6327.867,7000.98,67,112.559,43,0,85,68.865,62.91,94.632,14745
80,04-07-2025 20:28:10,68,69,157.6,2,6327.867,7000.98,71,132.737,43,0,82,68.193,59.939,92.07,14769
80,04-07-2025 20:28:11,67,69,159.6,1,6328.117,7000.98,63,122.113,43,0,83,66.755,59.776,91.792,14772
80,04-07-2025 20:28:12,67,64,162.8,1,6328.117,7000.98,64,113.141,44,0,83,68.09,62.176,94.481,14760
80,04-07-2025 20:28:13,68,59,168.9,1,6328.367,7000.98,78,131.075,44,0,87,65.107,60.612,94.008,14765
